,stock,signifier,content,EasternDT,Hours,initialSentiment,enchancedSentiment,channel,server,positiveScore,neutralScore,negativeScore,month,year,prediction
13288,iea,"Infrastructure and Energy Alternatives, Inc. - Common Stock",But they’re all the same soup. It’s like Chevrolet vs Ford. You’ll have PLUG vs IEA/ FCEL,2020-11-30 19:19:38.416000-05:00,19.316666666666666,0.3612,0.3612,general-trading,WayTrade,0.865,0.865,0.0,11,2020,positive
13289,fcel,"FuelCell Energy, Inc. - Common Stock",But they’re all the same soup. It’s like Chevrolet vs Ford. You’ll have PLUG vs IEA/ FCEL,2020-11-30 19:19:38.416000-05:00,19.316666666666666,0.3612,0.3612,general-trading,WayTrade,0.865,0.865,0.0,11,2020,positive
13290,blue,"bluebird bio, Inc. - Common Stock",Most of my investments were blue chip & ETFs last year I started just a small speculative portfolio,2020-11-29 22:42:53.092000-05:00,22.7,0.1027,0.1027,general-trading,WayTrade,0.909,0.909,0.0,11,2020,positive
13291,voo,Vanguard S&P 500 ETF,But I keep most of my money in VOO,2020-11-29 22:43:02.306000-05:00,22.716666666666665,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13292,six,Six Flags Entertainment Corporation New Common Stock,Have u done well throughout those six years?,2020-11-29 22:18:30.723000-05:00,22.3,0.2732,0.2732,general-trading,WayTrade,0.741,0.741,0.0,11,2020,positive
13293,six,Six Flags Entertainment Corporation New Common Stock,Six long years lol,2020-11-29 22:17:49.889000-05:00,22.283333333333335,0.4215,0.4215,general-trading,WayTrade,0.517,0.517,0.0,11,2020,positive
13294,six,Six Flags Entertainment Corporation New Common Stock,Damn Six years,2020-11-29 22:16:49.217000-05:00,22.266666666666666,-0.4019,-0.4019,general-trading,WayTrade,0.426,0.426,0.574,11,2020,negative
13295,six,Six Flags Entertainment Corporation New Common Stock,Six years,2020-11-29 22:15:30.553000-05:00,22.25,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13296,form,"FormFactor, Inc. - Common Stock",Haha the form tells you,2020-11-29 22:14:01.447000-05:00,22.233333333333334,0.4588,0.4588,general-trading,WayTrade,0.571,0.571,0.0,11,2020,positive
13297,loan,"Manhattan Bridge Capital, Inc - Common Stock",Did you use a student loan?,2020-11-29 22:12:30.996000-05:00,22.2,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13298,mfa,"MFA Financial, Inc.",$MFA by far is my favorite stock of the year. Found it low (0.63 a share). Now its all profit.,2020-11-28 23:02:40.035000-05:00,23.033333333333335,0.5859,0.5859,general-trading,WayTrade,0.667,0.667,0.088,11,2020,positive
13299,amd,"Advanced Micro Devices, Inc. - Common Stock",<@!494525003484889088> i know we're already bullish on AMD but this was just posted in another group. Looks like everyone is waiting on the break.,2020-11-28 19:00:43.121000-05:00,19.0,0.5487,0.5487,general-trading,WayTrade,0.861,0.861,0.0,11,2020,positive
13300,zm,"Zoom Video Communications, Inc. - Class A Common Stock",Wish I knew about ZM Friday. Could see a run Monday and Friday would have been a solid entry,2020-11-28 11:43:53.098000-05:00,11.716666666666667,0.5106,0.5106,general-trading,WayTrade,0.765,0.765,0.0,11,2020,positive
13301,pltr,Palantir Technologies Inc. Class A Common Stock,"PLTR, PLUG, IEA",2020-11-28 10:37:21.254000-05:00,10.616666666666667,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13302,plug,"Plug Power, Inc. - Common Stock","PLTR, PLUG, IEA",2020-11-28 10:37:21.254000-05:00,10.616666666666667,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13303,iea,"Infrastructure and Energy Alternatives, Inc. - Common Stock","PLTR, PLUG, IEA",2020-11-28 10:37:21.254000-05:00,10.616666666666667,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13304,sq,"Square, Inc. Class A Common Stock","<@!494525003484889088> SQ & JD , everyone knows why 😂",2020-11-27 23:02:26.399000-05:00,23.033333333333335,0.0,0.2481,general-trading,WayTrade,0.751,0.751,0.0,11,2020,positive
13305,jd,"JD.com, Inc. - American Depositary Shares","<@!494525003484889088> SQ & JD , everyone knows why 😂",2020-11-27 23:02:26.399000-05:00,23.033333333333335,0.0,0.2481,general-trading,WayTrade,0.751,0.751,0.0,11,2020,positive
13306,cbat,"CBAK Energy Technology, Inc. - Common Stock",CBAT is a good stock as well for 2021 <@!494525003484889088>,2020-11-27 22:39:40.113000-05:00,22.65,0.6476,0.6476,general-trading,WayTrade,0.569,0.569,0.0,11,2020,positive
13307,cost,Costco Wholesale Corporation - Common Stock,Honestly he’s not wrong. Dollar cost averaging on physical gold/silver over time proven to be a great investment,2020-11-27 22:31:42.746000-05:00,22.516666666666666,0.8643,0.8643,general-trading,WayTrade,0.592,0.592,0.0,11,2020,positive
13308,amd,"Advanced Micro Devices, Inc. - Common Stock",I’ll start 🙋‍♂️ my top pick for 2021 is AMD,2020-11-27 22:26:46.685000-05:00,22.433333333333334,0.2023,0.6124,general-trading,WayTrade,0.571,0.571,0.0,11,2020,positive
13309,tech,Bio-Techne Corp - Common Stock,"```+----------------+-----------+-----------+-----------+--------+----------+
|     Index      |    Last   |    High   |    Low    | Change | % Change |
+----------------+-----------+-----------+-----------+--------+----------+
|     US 30      |  29,722.5 |  29,803.5 |  29,697.0 | -105.5 |  -0.35%  |
|     US 500     |  3,616.12 |  3,623.12 |  3,613.12 | -11.18 |  -0.31%  |
|  US Tech 100   | 12,146.50 | 12,173.38 | 12,137.62 | -5.75  |  -0.05%  |
| Small Cap 2000 |  1,832.05 |  1,836.20 |  1,829.35 | -0.50  |  -0.03%  |
|  S&P 500 VIX   |   22.98   |   23.05   |   22.88   | +0.15  |  +0.66%  |
+----------------+-----------+-----------+-----------+--------+----------+```",2020-11-26 21:23:54.993000-05:00,21.383333333333333,-0.2732,-0.2732,general-trading,WayTrade,0.96,0.96,0.04,11,2020,negative
13310,sp,SP Plus Corporation - Common Stock,"```+----------------+-----------+-----------+-----------+--------+----------+
|     Index      |    Last   |    High   |    Low    | Change | % Change |
+----------------+-----------+-----------+-----------+--------+----------+
|     US 30      |  29,722.5 |  29,803.5 |  29,697.0 | -105.5 |  -0.35%  |
|     US 500     |  3,616.12 |  3,623.12 |  3,613.12 | -11.18 |  -0.31%  |
|  US Tech 100   | 12,146.50 | 12,173.38 | 12,137.62 | -5.75  |  -0.05%  |
| Small Cap 2000 |  1,832.05 |  1,836.20 |  1,829.35 | -0.50  |  -0.03%  |
|  S&P 500 VIX   |   22.98   |   23.05   |   22.88   | +0.15  |  +0.66%  |
+----------------+-----------+-----------+-----------+--------+----------+```",2020-11-26 21:23:54.993000-05:00,21.383333333333333,-0.2732,-0.2732,general-trading,WayTrade,0.96,0.96,0.04,11,2020,negative
13311,snap,Snap Inc. Class A Common Stock,"You ain’t lyin, It’s a struggle not to snap on people daily 💀",2020-11-26 17:47:37.037000-05:00,17.783333333333335,-0.3182,-0.3182,general-trading,WayTrade,0.827,0.827,0.173,11,2020,negative
13312,chef,"The Chefs' Warehouse, Inc. - Common Stock",Didn’t even become a full blown chef😂,2020-11-26 17:44:50.161000-05:00,17.733333333333334,0.0,0.1779,general-trading,WayTrade,0.779,0.779,0.0,11,2020,positive
13313,sq,"Square, Inc. Class A Common Stock",I had to represent for the SQ gang,2020-11-26 17:44:04.835000-05:00,17.733333333333334,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13314,cia,"Citizens, Inc. Class A Common Stock ($1.00 Par)",(CIA) Randy,2020-11-26 17:44:00.973000-05:00,17.733333333333334,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13315,shop,Shopify Inc. Class A Subordinate Voting Shares,<@596152323718250515> Shop below 1k is always a buy,2020-11-26 11:41:55.250000-05:00,11.683333333333334,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13316,shop,Shopify Inc. Class A Subordinate Voting Shares,Funny shit is I was looking at shop,2020-11-25 17:50:31.669000-05:00,17.833333333333332,-0.1779,-0.1779,general-trading,WayTrade,0.435,0.435,0.313,11,2020,negative
13317,shop,Shopify Inc. Class A Subordinate Voting Shares,SHOP ran $48 today -.-,2020-11-25 17:37:40.831000-05:00,17.616666666666667,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13318,mrna,"Moderna, Inc. - Common Stock",<@!494525003484889088> mrna hitting 130,2020-11-25 17:31:54.924000-05:00,17.516666666666666,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13319,ipob,Social Capital Hedosophia Holdings Corp. II Class A Ordinary Shares,@here just updated the <#776914231978360863> With my MARK / IPOB plays as well as Randy's option swings,2020-11-25 17:01:10.049000-05:00,17.016666666666666,0.4767,0.4767,general-trading,WayTrade,0.76,0.76,0.0,11,2020,positive
13320,mrna,"Moderna, Inc. - Common Stock",Mrna going crazzzzzy,2020-11-25 16:47:21.102000-05:00,16.783333333333335,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13321,ipob,Social Capital Hedosophia Holdings Corp. II Class A Ordinary Shares,Bye Bye IPOB holy shit,2020-11-25 16:07:20.413000-05:00,16.116666666666667,-0.5574,-0.5574,general-trading,WayTrade,0.526,0.526,0.474,11,2020,negative
13322,tsla,"Tesla, Inc.  - Common Stock",Also what’re we doing with tsla? Ev sector is shitting themselves except for them,2020-11-25 16:06:24.282000-05:00,16.1,-0.4215,-0.4215,general-trading,WayTrade,0.823,0.823,0.177,11,2020,negative
13323,amd,"Advanced Micro Devices, Inc. - Common Stock",Saw the same thing with amd when they bought xlnx,2020-11-25 16:00:01.743000-05:00,16.0,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13324,xlnx,"Xilinx, Inc. - Common Stock",Saw the same thing with amd when they bought xlnx,2020-11-25 16:00:01.743000-05:00,16.0,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13325,sndl,Sundial Growers Inc. - Common Shares,SNDL too cheap for my taste,2020-11-24 22:45:29.322000-05:00,22.75,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13326,hexo,HEXO Corp. Common Shares,HEXO has a better looking chart than SNDL,2020-11-24 22:45:16.043000-05:00,22.75,0.4404,0.4404,general-trading,WayTrade,0.674,0.674,0.0,11,2020,positive
13327,sndl,Sundial Growers Inc. - Common Shares,HEXO has a better looking chart than SNDL,2020-11-24 22:45:16.043000-05:00,22.75,0.4404,0.4404,general-trading,WayTrade,0.674,0.674,0.0,11,2020,positive
13328,hexo,HEXO Corp. Common Shares,Can it match HEXO @ 0.70,2020-11-24 22:44:32.453000-05:00,22.733333333333334,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13329,sndl,Sundial Growers Inc. - Common Shares,What u guys think of SNDL ?,2020-11-24 22:44:23.034000-05:00,22.733333333333334,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13330,idex,"Ideanomics, Inc. - Common Stock",Yeah don’t be me and buy IDEX at 3.90 when the call was 1.10,2020-11-24 21:52:48.306000-05:00,21.866666666666667,0.296,0.296,general-trading,WayTrade,0.855,0.855,0.0,11,2020,positive
13331,idex,"Ideanomics, Inc. - Common Stock",Looking at IDEX as a long term hold,2020-11-24 21:52:31.546000-05:00,21.866666666666667,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13332,sbe,Switchback Energy Acquisition Corporation Class A Common Stock,You're in sbe right?,2020-11-24 21:52:21.458000-05:00,21.866666666666667,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13333,aihs,Senmiao Technology Limited - Common Stock,As well as AIHS 1.05-1.10,2020-11-24 21:50:55.679000-05:00,21.833333333333332,0.2732,0.2732,general-trading,WayTrade,0.656,0.656,0.0,11,2020,positive
13334,idex,"Ideanomics, Inc. - Common Stock",I pointed out IDEX multiple times last week 1.10-1.20,2020-11-24 21:50:44.854000-05:00,21.833333333333332,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13335,fb,"Facebook, Inc. - Class A Common Stock",I just saw someone share it in FB and came to ask if anyone pointed out IDEX,2020-11-24 21:48:49.697000-05:00,21.8,0.296,0.296,general-trading,WayTrade,0.872,0.872,0.0,11,2020,positive
13336,idex,"Ideanomics, Inc. - Common Stock",I just saw someone share it in FB and came to ask if anyone pointed out IDEX,2020-11-24 21:48:49.697000-05:00,21.8,0.296,0.296,general-trading,WayTrade,0.872,0.872,0.0,11,2020,positive
13337,sbe,Switchback Energy Acquisition Corporation Class A Common Stock,You think sbe is gonna run like draft kings post merger or 👀,2020-11-24 21:48:38.850000-05:00,21.8,0.3612,0.3612,general-trading,WayTrade,0.828,0.828,0.0,11,2020,positive
13338,apps,"Digital Turbine, Inc. - Common Stock",Lmao why did India ban Chinese apps,2020-11-24 21:47:13.002000-05:00,21.783333333333335,0.0772,0.0772,general-trading,WayTrade,0.4,0.4,0.288,11,2020,positive
13339,snap,Snap Inc. Class A Common Stock,"Let TikTok have its thing, people are still using Instagram and snap",2020-11-23 23:25:16.364000-05:00,23.416666666666668,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13340,ig,Principal Investment Grade Corporate Active ETF,"First IG, now snap",2020-11-23 23:24:17.996000-05:00,23.4,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13341,snap,Snap Inc. Class A Common Stock,"First IG, now snap",2020-11-23 23:24:17.996000-05:00,23.4,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13342,tok,iShares MSCI Kokusai ETF,Everyone wants to be tik tok now smh <@712352964542595083>,2020-11-23 23:24:08.412000-05:00,23.4,-0.3182,-0.3182,general-trading,WayTrade,0.777,0.777,0.223,11,2020,negative
13343,snap,Snap Inc. Class A Common Stock,This new snap feature is ass,2020-11-23 23:22:32.231000-05:00,23.366666666666667,-0.5423,-0.5423,general-trading,WayTrade,0.588,0.588,0.412,11,2020,negative
13344,zm,"Zoom Video Communications, Inc. - Class A Common Stock",Yea ZM was the best i ever done because of COVID all the ones that beat they earnings still flopped smh,2020-11-23 23:22:26.918000-05:00,23.366666666666667,0.4404,0.4404,general-trading,WayTrade,0.735,0.735,0.094,11,2020,positive
13345,dg,Dollar General Corporation Common Stock,"Look at DG, and they sold of a day later",2020-11-23 23:16:01.804000-05:00,23.266666666666666,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13346,flow,"SPX FLOW, Inc. Common Stock",If you want you can use a Discount Cash Flow analysis excel sheet i have.,2020-11-22 23:41:03.444000-05:00,23.683333333333334,0.6908,0.6908,general-trading,WayTrade,0.599,0.599,0.0,11,2020,positive
13347,dcf,"BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund, Inc. Common Stock",DCF model,2020-11-22 23:41:32.882000-05:00,23.683333333333334,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13348,pe,"Parsley Energy, Inc. Class A Common Stock","<@711680582353944627> two main things I use if you don't want to dive into balance sheets, is Cash / Share and P/E ratio (EPS) kinda ties into that",2020-11-23 00:20:26.063000-05:00,0.3333333333333333,0.5232,0.5232,general-trading,WayTrade,0.791,0.791,0.044,11,2020,positive
13349,eps,WisdomTree U.S. LargeCap Fund,"<@711680582353944627> two main things I use if you don't want to dive into balance sheets, is Cash / Share and P/E ratio (EPS) kinda ties into that",2020-11-23 00:20:26.063000-05:00,0.3333333333333333,0.5232,0.5232,general-trading,WayTrade,0.791,0.791,0.044,11,2020,positive
13350,sq,"Square, Inc. Class A Common Stock",SQ to 80$,2020-11-22 19:09:22.966000-05:00,19.15,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13351,ab,AllianceBernstein Holding L.P.  Units,I’ve been in since before I joined this group I’m ja what you thought ab it,2020-11-22 19:07:23.998000-05:00,19.116666666666667,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13352,pt,Pintec Technology Holdings Limited - American Depositary Shares,What’s ur pt on xrp? <@681688842352590892>,2020-11-22 18:57:40.739000-05:00,18.95,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13353,ab,AllianceBernstein Holding L.P.  Units,It was all ab patience fr lmao my bro told me ab em in July and I copped a few thank goodness I ain’t sell,2020-11-22 18:56:55.437000-05:00,18.933333333333334,0.836,0.836,general-trading,WayTrade,0.623,0.623,0.052,11,2020,positive
13354,ab,AllianceBernstein Holding L.P.  Units,It was all ab patience fr lmao my bro told me ab em in July and I copped a few thank goodness I ain’t sell,2020-11-22 18:56:55.437000-05:00,18.933333333333334,0.836,0.836,general-trading,WayTrade,0.623,0.623,0.052,11,2020,positive
13355,sum,"Summit Materials, Inc. Class A Common Stock",been having sum for March next year lol,2020-11-22 18:55:22.497000-05:00,18.916666666666668,0.4215,0.4215,general-trading,WayTrade,0.714,0.714,0.0,11,2020,positive
13356,jd,"JD.com, Inc. - American Depositary Shares",I want JD to $100 😞,2020-11-21 21:35:57.734000-05:00,21.583333333333332,0.0772,-0.0258,general-trading,WayTrade,0.526,0.526,0.246,11,2020,neutral
13357,sq,"Square, Inc. Class A Common Stock",Wake me up in 10 years when SQ has made it to Pluto,2020-11-21 21:31:42.919000-05:00,21.516666666666666,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13358,baba,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,Baba didn’t move much,2020-11-21 21:26:40.385000-05:00,21.433333333333334,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13359,idt,IDT Corporation Class B Common Stock,Tried sending invite and idt it worked right,2020-11-20 23:39:04.461000-05:00,23.65,0.1531,0.1531,general-trading,WayTrade,0.814,0.814,0.0,11,2020,positive
13360,gld,SPDR Gold Trust,Anybody know why GLD just dropped $11?,2020-11-20 17:32:43.577000-05:00,17.533333333333335,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13361,nio,"NIO Inc. American depositary shares, each  representing one Class A ordinary share","I’d say it’s worth a handful of shares for shits and gigs, I did the same with NIO",2020-11-20 16:17:47.178000-05:00,16.283333333333335,0.0,0.0,general-trading,WayTrade,0.644,0.644,0.153,11,2020,neutral
13362,solo,Electrameccanica Vehicles Corp. Ltd. - Common Stock,Thoughts on SOLO,2020-11-20 16:16:01.986000-05:00,16.266666666666666,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13363,air,AAR Corp. Common Stock,I know they’re punching the air rn,2020-11-20 16:15:48.010000-05:00,16.25,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13364,spy,SPDR S&P 500,LMAO all those people who had spy 320 puts for today,2020-11-20 16:15:42.787000-05:00,16.25,0.6841,0.6841,general-trading,WayTrade,0.683,0.683,0.0,11,2020,positive
13365,cake,The Cheesecake Factory Incorporated - Common Stock,i will buy u guys a cake,2020-11-20 16:15:29.943000-05:00,16.25,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13366,spy,SPDR S&P 500,spy 320$,2020-11-20 16:15:22.250000-05:00,16.25,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13367,uvxy,ProShares Trust Ultra VIX Short Term Futures ETF,UVXY 🥃😏,2020-11-19 21:44:19.785000-05:00,21.733333333333334,0.0,0.5106,general-trading,WayTrade,0.189,0.189,0.0,11,2020,positive
13368,qqq,"Invesco QQQ Trust, Series 1",QQQ went green,2020-11-19 23:35:10.129000-05:00,23.583333333333332,0.296,0.296,general-trading,WayTrade,0.476,0.476,0.0,11,2020,positive
13369,amzn,"Amazon.com, Inc. - Common Stock",20 jan 23 5100c for amzn would be amazing,2020-11-20 05:27:00.134000-05:00,5.45,0.5859,0.5859,general-trading,WayTrade,0.678,0.678,0.0,11,2020,positive
13370,amzn,"Amazon.com, Inc. - Common Stock",20k is worth it in 2 years amzn will be soaring over 5100,2020-11-20 05:27:30.025000-05:00,5.45,0.2263,0.2263,general-trading,WayTrade,0.853,0.853,0.0,11,2020,positive
13371,nvda,NVIDIA Corporation - Common Stock,I hope NVDA does🤤🤤,2020-11-19 21:23:22.355000-05:00,21.383333333333333,0.4404,0.743,general-trading,WayTrade,0.215,0.215,0.0,11,2020,positive
13372,nvda,NVIDIA Corporation - Common Stock,been waiting for that nvda forever,2020-11-19 21:22:58.116000-05:00,21.366666666666667,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13373,pe,"Parsley Energy, Inc. Class A Common Stock","<@494525003484889088> I was gonna say the same thing, P/E gonna be bonkers",2020-11-19 20:33:34.492000-05:00,20.55,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13374,uvxy,ProShares Trust Ultra VIX Short Term Futures ETF,uvxy kinda tricky tho,2020-11-18 23:59:37.885000-05:00,23.983333333333334,-0.079,-0.079,general-trading,WayTrade,0.697,0.697,0.303,11,2020,negative
13375,spy,SPDR S&P 500,you can scalp spy put instead,2020-11-18 23:59:26.016000-05:00,23.983333333333334,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13376,spy,SPDR S&P 500,So if I think SPY is going to drop 1-2% I should buy $15 UVXY calls?,2020-11-18 23:58:13.379000-05:00,23.966666666666665,-0.2732,-0.2732,general-trading,WayTrade,0.861,0.861,0.139,11,2020,negative
13377,uvxy,ProShares Trust Ultra VIX Short Term Futures ETF,So if I think SPY is going to drop 1-2% I should buy $15 UVXY calls?,2020-11-18 23:58:13.379000-05:00,23.966666666666665,-0.2732,-0.2732,general-trading,WayTrade,0.861,0.861,0.139,11,2020,negative
13378,nyc,"New York City REIT, Inc. Class A Common Stock",market didnt like shut down on NYC and Cali today,2020-11-18 23:58:08.085000-05:00,23.966666666666665,-0.2755,-0.2755,general-trading,WayTrade,0.81,0.81,0.19,11,2020,negative
13379,spy,SPDR S&P 500,Falling wedge on spy?,2020-11-18 23:56:37.558000-05:00,23.933333333333334,-0.1531,-0.1531,general-trading,WayTrade,0.652,0.652,0.348,11,2020,negative
13380,spy,SPDR S&P 500,when spy at 351ish is where uvxy ar 21$,2020-11-18 23:56:28.687000-05:00,23.933333333333334,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13381,uvxy,ProShares Trust Ultra VIX Short Term Futures ETF,when spy at 351ish is where uvxy ar 21$,2020-11-18 23:56:28.687000-05:00,23.933333333333334,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13382,ar,Antero Resources Corporation Common Stock,when spy at 351ish is where uvxy ar 21$,2020-11-18 23:56:28.687000-05:00,23.933333333333334,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13383,spy,SPDR S&P 500,"That's why SPY added TSLA, they said<:emoji_46:778119240343093320> <:emoji_46:778119240343093320>",2020-11-18 23:56:23.405000-05:00,23.933333333333334,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13384,tsla,"Tesla, Inc.  - Common Stock","That's why SPY added TSLA, they said<:emoji_46:778119240343093320> <:emoji_46:778119240343093320>",2020-11-18 23:56:23.405000-05:00,23.933333333333334,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13385,spy,SPDR S&P 500,the spy is off the bullish zone so watch out,2020-11-18 23:55:57.257000-05:00,23.916666666666668,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13386,qqq,"Invesco QQQ Trust, Series 1","I have 11,775 as next support on QQQ",2020-11-18 23:55:23.826000-05:00,23.916666666666668,0.4019,0.4019,general-trading,WayTrade,0.69,0.69,0.0,11,2020,positive
13387,uvxy,ProShares Trust Ultra VIX Short Term Futures ETF,next time i see these uvxy under 12$ imma go full mode on it,2020-11-18 23:54:53.506000-05:00,23.9,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13388,pt,Pintec Technology Holdings Limited - American Depositary Shares,<@616805437421125636> $300k PT end of 2021,2020-11-18 00:25:17.177000-05:00,0.4166666666666667,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13389,pt,Pintec Technology Holdings Limited - American Depositary Shares,Pt?,2020-11-18 00:27:10.044000-05:00,0.45,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13390,cop,ConocoPhillips Common Stock,I’m so mad I couldn’t cop the ps5,2020-11-17 23:13:34.563000-05:00,23.216666666666665,-0.5413,-0.5413,general-trading,WayTrade,0.632,0.632,0.368,11,2020,negative
13391,gme,GameStop Corporation Common Stock,I sold m XBOX 360 for $70 to GME when I was 17 and never looked back,2020-11-17 23:11:40.539000-05:00,23.183333333333334,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13392,ebay,eBay Inc. - Common Stock,i saw ppl flipping ps5 on ebay,2020-11-17 23:05:10.848000-05:00,23.083333333333332,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13393,fubo,fuboTV Inc. Common Stock,LOL to the Fact I sold FUBO in the $12s,2020-11-17 23:00:36.365000-05:00,23.0,0.5473,0.5473,general-trading,WayTrade,0.694,0.694,0.0,11,2020,positive
13394,jd,"JD.com, Inc. - American Depositary Shares",Kyale on JD emoji lol,2020-11-16 23:36:56.952000-05:00,23.6,0.4215,0.4215,general-trading,WayTrade,0.588,0.588,0.0,11,2020,positive
13395,ruby,"Rubius Therapeutics, Inc. - Common Stock",Ruby Tuesday's it is,2020-11-17 00:08:28.638000-05:00,0.13333333333333333,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13396,baba,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,I’m looking at BABA $300 January,2020-11-16 23:26:36.152000-05:00,23.433333333333334,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13397,spy,SPDR S&P 500,Spy puts hitting tommorow🤞🏽,2020-11-16 23:23:25.388000-05:00,23.383333333333333,0.0,0.1027,general-trading,WayTrade,0.781,0.781,0.0,11,2020,positive
13398,usd,ProShares Ultra Semiconductors,How do you translate Chinas currency to usd? <@681688842352590892>,2020-11-16 23:16:20.746000-05:00,23.266666666666666,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13399,amzn,"Amazon.com, Inc. - Common Stock",AMZN on watch this week,2020-11-15 22:27:28.195000-05:00,22.45,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13400,nio,"NIO Inc. American depositary shares, each  representing one Class A ordinary share",bro I sold a nio 39c 1/15 for 150 bro,2020-11-15 21:27:42.627000-05:00,21.45,0.0,0.0,general-trading,WayTrade,1.0,1.0,0.0,11,2020,neutral
13401,solo,Electrameccanica Vehicles Corp. Ltd. - Common Stock,"Im mad I was on Solo from 1.13, CLNY under $2 and REML in the mid $2s and I sold them all for short term gains",2020-11-14 23:55:28.448000-05:00,23.916666666666668,-0.0772,-0.0772,general-trading,WayTrade,0.783,0.783,0.114,11,2020,negative
13402,clny,"Colony Capital, Inc.","Im mad I was on Solo from 1.13, CLNY under $2 and REML in the mid $2s and I sold them all for short term gains",2020-11-14 23:55:28.448000-05:00,23.916666666666668,-0.0772,-0.0772,general-trading,WayTrade,0.783,0.783,0.114,11,2020,negative
